MsgID.GLOBAL_POSITION,0.0000000,-122.3957244,37.7932818,-0.0630000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1081.1210000,0.0292263,0.4098375,0.0634717
MsgID.LOCAL_VELOCITY,1081.1210000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957290,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957248,37.7932818,-0.0690000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1081.3720000,0.0281527,0.3758132,0.0698235
MsgID.LOCAL_VELOCITY,1081.3720000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957261,37.7932830,-0.0630000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1081.6220000,0.1716344,0.2604432,0.0631282
MsgID.LOCAL_VELOCITY,1081.6220000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957255,37.7932822,-0.0430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1081.8710000,0.0800221,0.3133112,0.0433280
MsgID.LOCAL_VELOCITY,1081.8710000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957258,37.7932817,-0.0180000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1082.1220000,0.0255463,0.2870686,0.0183460
MsgID.LOCAL_VELOCITY,1082.1220000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957290,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957262,37.7932818,0.0130000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1082.3730000,0.0282497,0.2502814,-0.0131866
MsgID.LOCAL_VELOCITY,1082.3730000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957261,37.7932821,0.0390000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1082.6230000,0.0630449,0.2556624,-0.0392451
MsgID.LOCAL_VELOCITY,1082.6230000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957247,37.7932809,0.0620000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1082.8720000,-0.0684073,0.3796316,-0.0624989
MsgID.LOCAL_VELOCITY,1082.8720000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957261,37.7932810,0.0750000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1083.1230000,-0.0542305,0.2601017,-0.0751251
MsgID.LOCAL_VELOCITY,1083.1230000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957290,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957279,37.7932819,0.0810000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1083.3730000,0.0478204,-0.5808818,-0.0813865
MsgID.LOCAL_VELOCITY,1083.3730000,0.0000043,-0.0000062,0.0000067
MsgID.GLOBAL_POSITION,0.0000000,-122.3957280,37.7932816,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1083.6230000,0.0135426,-0.5856832,-0.0824711
MsgID.LOCAL_VELOCITY,1083.6230000,-0.0000042,0.0000088,0.0000049
MsgID.GLOBAL_POSITION,0.0000000,-122.3957265,37.7932829,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1083.8740000,0.1566363,-0.4572333,-0.0825000
MsgID.LOCAL_VELOCITY,1083.8740000,-0.0000003,-0.0000030,-0.0000183
MsgID.GLOBAL_POSITION,0.0000000,-122.3957269,37.7932817,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1084.1240000,0.0222931,-0.4943827,-0.0825000
MsgID.LOCAL_VELOCITY,1084.1240000,0.0000017,0.0000040,0.0000360
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957214,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957273,37.7932816,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1084.3740000,0.0094616,-0.5249714,-0.0825000
MsgID.LOCAL_VELOCITY,1084.3740000,-0.0000026,0.0000078,-0.0000100
MsgID.GLOBAL_POSITION,0.0000000,-122.3957279,37.7932817,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1084.6240000,0.0255463,-0.5751076,-0.0825001
MsgID.LOCAL_VELOCITY,1084.6240000,0.0000047,0.0000018,0.0000238
MsgID.GLOBAL_POSITION,0.0000000,-122.3957267,37.7932817,0.1680000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-1.2500000
MsgID.LOCAL_POSITION,1084.8730000,0.0180827,-0.4717826,-0.1684001
MsgID.LOCAL_VELOCITY,1084.8730000,0.0001720,-0.0010188,-1.2529354
MsgID.GLOBAL_POSITION,0.0000000,-122.3957258,37.7932814,0.7000000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,-0.0100000,-3.2400000
MsgID.LOCAL_POSITION,1085.1240000,-0.0065843,-0.3926099,-0.7004915
MsgID.LOCAL_VELOCITY,1085.1240000,0.0103992,-0.0154774,-3.2415216
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957214,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957263,37.7932829,1.7310000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0300000,-4.1900000
MsgID.LOCAL_POSITION,1085.3740000,0.1510289,-0.4351920,-1.7312012
MsgID.LOCAL_VELOCITY,1085.3740000,0.0075974,-0.0338816,-4.1977291
MsgID.GLOBAL_POSITION,0.0000000,-122.3957264,37.7932828,2.7620000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,-0.0300000,-4.2600000
MsgID.LOCAL_POSITION,1085.6240000,0.1404933,-0.4414215,-2.7628198
MsgID.LOCAL_VELOCITY,1085.6240000,-0.0102099,-0.0317711,-4.2697043
MsgID.GLOBAL_POSITION,0.0000000,-122.3957260,37.7932816,3.5510000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0200000,-1.4600000
MsgID.LOCAL_POSITION,1085.8740000,0.0103864,-0.4135026,-3.5515132
MsgID.LOCAL_VELOCITY,1085.8740000,-0.0095706,-0.0297143,-1.4630932
MsgID.GLOBAL_POSITION,0.0000000,-122.3957276,37.7932812,3.6480000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0200000,0.8100000
MsgID.LOCAL_POSITION,1086.1250000,-0.0285157,-0.5499929,-3.6485102
MsgID.LOCAL_VELOCITY,1086.1250000,-0.0072173,-0.0278048,0.8151323
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957214,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957286,37.7932821,3.2720000
MsgID.LOCAL_VELOCITY,0.0000000,0.5800000,0.0100000,1.9700000
MsgID.LOCAL_POSITION,1086.3750000,0.0657871,-0.6394619,-3.2724690
MsgID.LOCAL_VELOCITY,1086.3750000,0.5878572,0.0126327,1.9750239
MsgID.GLOBAL_POSITION,0.0000000,-122.3957277,37.7932850,2.8690000
MsgID.LOCAL_VELOCITY,0.0000000,2.3200000,0.1200000,1.1700000
MsgID.LOCAL_POSITION,1086.6260000,0.3844673,-0.5653183,-2.8690925
MsgID.LOCAL_VELOCITY,1086.6260000,2.3233130,0.1252471,1.1783652
MsgID.GLOBAL_POSITION,0.0000000,-122.3957272,37.7932932,2.8180000
MsgID.LOCAL_VELOCITY,0.0000000,4.4800000,0.2600000,-0.6200000
MsgID.LOCAL_POSITION,1086.8760000,1.3041539,-0.5178106,-2.8184786
MsgID.LOCAL_VELOCITY,1086.8760000,4.4842138,0.2638632,-0.6225551
MsgID.GLOBAL_POSITION,0.0000000,-122.3957264,37.7933038,2.9850000
MsgID.LOCAL_VELOCITY,0.0000000,5.3900000,0.3200000,-0.5100000
MsgID.LOCAL_POSITION,1087.1260000,2.4778132,-0.4477545,-2.9856503
MsgID.LOCAL_VELOCITY,1087.1260000,5.3941650,0.3218690,-0.5113416
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957214,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957240,37.7933174,2.9930000
MsgID.LOCAL_VELOCITY,0.0000000,6.0300000,0.3500000,0.2500000
MsgID.LOCAL_POSITION,1087.3760000,3.9869616,-0.2287387,-2.9935169
MsgID.LOCAL_VELOCITY,1087.3760000,6.0341058,0.3512389,0.2525384
MsgID.GLOBAL_POSITION,0.0000000,-122.3957245,37.7933311,2.9360000
MsgID.LOCAL_VELOCITY,0.0000000,7.0500000,0.3500000,-0.0300000
MsgID.LOCAL_POSITION,1087.6250000,5.5057144,-0.2783782,-2.9369888
MsgID.LOCAL_VELOCITY,1087.6250000,7.0542345,0.3590142,-0.0325127
MsgID.GLOBAL_POSITION,0.0000000,-122.3957211,37.7933504,2.9500000
MsgID.LOCAL_VELOCITY,0.0000000,7.5500000,0.3900000,-0.2300000
MsgID.LOCAL_POSITION,1087.8760000,7.6536074,0.0237943,-2.9502618
MsgID.LOCAL_VELOCITY,1087.8760000,7.5547991,0.3964870,-0.2306271
MsgID.GLOBAL_POSITION,0.0000000,-122.3957196,37.7933642,2.9560000
MsgID.LOCAL_VELOCITY,0.0000000,6.1700000,0.2300000,-0.1400000
MsgID.LOCAL_POSITION,1088.1270000,9.1887226,0.1622508,-2.9567776
MsgID.LOCAL_VELOCITY,1088.1270000,6.1721063,0.2330011,-0.1463593
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957214,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957187,37.7933764,2.9560000
MsgID.LOCAL_VELOCITY,0.0000000,4.2100000,0.0600000,-0.1000000
MsgID.LOCAL_POSITION,1088.3770000,10.5445461,0.2393022,-2.9569240
MsgID.LOCAL_VELOCITY,1088.3770000,4.2130694,0.0699425,-0.1016418
MsgID.GLOBAL_POSITION,0.0000000,-122.3957189,37.7933844,2.9540000
MsgID.LOCAL_VELOCITY,0.0000000,2.8600000,0.1900000,-0.1000000
MsgID.LOCAL_POSITION,1088.6270000,11.4340363,0.2213069,-2.9545059
MsgID.LOCAL_VELOCITY,1088.6270000,2.8639536,0.1994983,-0.1032224
MsgID.GLOBAL_POSITION,0.0000000,-122.3957182,37.7933886,2.9630000
MsgID.LOCAL_VELOCITY,0.0000000,2.0700000,1.4000000,-0.0800000
MsgID.LOCAL_POSITION,1088.8760000,11.9034805,0.2797836,-2.9632232
MsgID.LOCAL_VELOCITY,1088.8760000,2.0756917,1.4085574,-0.0813827
MsgID.GLOBAL_POSITION,0.0000000,-122.3957123,37.7933922,2.9670000
MsgID.LOCAL_VELOCITY,0.0000000,1.4600000,2.4400000,-0.0800000
MsgID.LOCAL_POSITION,1089.1270000,12.2967691,0.8039004,-2.9670525
MsgID.LOCAL_VELOCITY,1089.1270000,1.4605480,2.4496171,-0.0849018
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957214,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957027,37.7933969,2.9710000
MsgID.LOCAL_VELOCITY,0.0000000,0.7100000,3.3800000,0.0000000
MsgID.LOCAL_POSITION,1089.3770000,12.8168411,1.6650107,-2.9716651
MsgID.LOCAL_VELOCITY,1089.3770000,0.7111638,3.3862119,-0.0072545
MsgID.GLOBAL_POSITION,0.0000000,-122.3956939,37.7933961,2.9730000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,4.2100000,-0.0300000
MsgID.LOCAL_POSITION,1089.6260000,12.7292395,2.4426022,-2.9732087
MsgID.LOCAL_VELOCITY,1089.6260000,-0.0297295,4.2173147,-0.0302934
MsgID.GLOBAL_POSITION,0.0000000,-122.3956809,37.7933947,2.9700000
MsgID.LOCAL_VELOCITY,0.0000000,-0.7700000,5.0200000,0.0000000
MsgID.LOCAL_POSITION,1089.8760000,12.5760822,3.6001523,-2.9701908
MsgID.LOCAL_VELOCITY,1089.8760000,-0.7716897,5.0266304,-0.0070238
MsgID.GLOBAL_POSITION,0.0000000,-122.3956659,37.7933930,2.9640000
MsgID.LOCAL_VELOCITY,0.0000000,-1.4800000,5.7400000,-0.0500000
MsgID.LOCAL_POSITION,1090.1260000,12.3920097,4.9350157,-2.9644921
MsgID.LOCAL_VELOCITY,1090.1260000,-1.4850142,5.7497525,-0.0502118
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957214,37.7932815,0.0000000
MsgID.LOCAL_POSITION,1090.3780000,11.7615185,6.4831724,-2.9766440
MsgID.LOCAL_VELOCITY,1090.3780000,-2.2751844,6.3816557,-0.0809164
MsgID.GLOBAL_POSITION,0.0000000,-122.3956484,37.7933874,2.9760000
MsgID.LOCAL_VELOCITY,0.0000000,-2.2700000,6.3800000,-0.0800000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956308,37.7933826,2.9650000
MsgID.LOCAL_VELOCITY,0.0000000,-2.6700000,6.3500000,0.0400000
MsgID.LOCAL_POSITION,1090.6280000,11.2295074,8.0482683,-2.9658792
MsgID.LOCAL_VELOCITY,1090.6280000,-2.6712453,6.3534284,0.0489313
MsgID.GLOBAL_POSITION,0.0000000,-122.3956131,37.7933773,2.9680000
MsgID.LOCAL_VELOCITY,0.0000000,-2.4400000,4.8600000,-0.0600000
MsgID.LOCAL_POSITION,1090.8780000,10.6414423,9.6288557,-2.9687593
MsgID.LOCAL_VELOCITY,1090.8780000,-2.4418068,4.8675508,-0.0691106
MsgID.GLOBAL_POSITION,0.0000000,-122.3956028,37.7933732,2.9810000
MsgID.LOCAL_VELOCITY,0.0000000,-1.8900000,3.2400000,0.0200000
MsgID.LOCAL_POSITION,1091.1280000,10.1872616,10.5428858,-2.9811904
MsgID.LOCAL_VELOCITY,1091.1280000,-1.8957852,3.2438076,0.0213941
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957214,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3955959,37.7933702,2.9920000
MsgID.LOCAL_VELOCITY,0.0000000,-1.8000000,2.0500000,0.0500000
MsgID.LOCAL_POSITION,1091.3780000,9.8507051,11.1538334,-2.9928398
MsgID.LOCAL_VELOCITY,1091.3780000,-1.8087848,2.0578837,0.0511690
MsgID.GLOBAL_POSITION,0.0000000,-122.3955899,37.7933639,2.9960000
MsgID.LOCAL_VELOCITY,0.0000000,-2.8900000,1.4500000,0.1200000
MsgID.LOCAL_POSITION,1091.6280000,9.1550531,11.6855869,-2.9965935
MsgID.LOCAL_VELOCITY,1091.6280000,-2.8996205,1.4514626,0.1234688
MsgID.GLOBAL_POSITION,0.0000000,-122.3955856,37.7933558,2.9790000
MsgID.LOCAL_VELOCITY,0.0000000,-3.8500000,0.8300000,0.1300000
MsgID.LOCAL_POSITION,1091.8780000,8.2482300,12.0672216,-2.9795172
MsgID.LOCAL_VELOCITY,1091.8780000,-3.8556089,0.8368422,0.1344581
MsgID.GLOBAL_POSITION,0.0000000,-122.3955856,37.7933458,2.9860000
MsgID.LOCAL_VELOCITY,0.0000000,-4.7500000,0.0800000,0.0200000
MsgID.LOCAL_POSITION,1092.1290000,7.1426997,12.0673876,-2.9861724
MsgID.LOCAL_VELOCITY,1092.1290000,-4.7529726,0.0860886,0.0232619
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957214,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3955871,37.7933347,2.9850000
MsgID.LOCAL_VELOCITY,0.0000000,-5.5200000,-0.5800000,0.0400000
MsgID.LOCAL_POSITION,1092.3790000,5.9063058,11.9349432,-2.9853995
MsgID.LOCAL_VELOCITY,1092.3790000,-5.5255842,-0.5855908,0.0453011
MsgID.GLOBAL_POSITION,0.0000000,-122.3955898,37.7933206,2.9790000
MsgID.LOCAL_VELOCITY,0.0000000,-6.2700000,-1.2800000,0.0300000
MsgID.LOCAL_POSITION,1092.6300000,4.3443046,11.6947861,-2.9792991
MsgID.LOCAL_VELOCITY,1092.6300000,-6.2755260,-1.2823818,0.0394120
MsgID.GLOBAL_POSITION,0.0000000,-122.3955937,37.7933053,2.9670000
MsgID.LOCAL_VELOCITY,0.0000000,-6.7500000,-2.0200000,-0.0600000
MsgID.LOCAL_POSITION,1092.8800000,2.6390288,11.3494520,-2.9674904
MsgID.LOCAL_VELOCITY,1092.8800000,-6.7553153,-2.0206442,-0.0690538
MsgID.GLOBAL_POSITION,0.0000000,-122.3955986,37.7932920,2.9680000
MsgID.LOCAL_VELOCITY,0.0000000,-5.7700000,-2.2300000,-0.0600000
MsgID.LOCAL_POSITION,1093.1300000,1.1694485,10.9133139,-2.9682615
MsgID.LOCAL_VELOCITY,1093.1300000,-5.7797751,-2.2388210,-0.0636349
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957214,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956052,37.7932815,2.9670000
MsgID.LOCAL_VELOCITY,0.0000000,-3.9700000,-1.9500000,-0.1100000
MsgID.LOCAL_POSITION,1093.3800000,-0.0024904,10.3311033,-2.9676440
MsgID.LOCAL_VELOCITY,1093.3800000,-3.9791679,-1.9552933,-0.1177060
MsgID.GLOBAL_POSITION,0.0000000,-122.3956117,37.7932747,2.9620000
MsgID.LOCAL_VELOCITY,0.0000000,-2.4600000,-1.3000000,-0.1000000
MsgID.LOCAL_POSITION,1093.6300000,-0.7566734,9.7477646,-2.9626243
MsgID.LOCAL_VELOCITY,1093.6300000,-2.4674442,-1.3039806,-0.1074073
MsgID.GLOBAL_POSITION,0.0000000,-122.3956148,37.7932713,2.9690000
MsgID.LOCAL_VELOCITY,0.0000000,-1.2400000,-0.6900000,-0.1400000
MsgID.LOCAL_POSITION,1093.8800000,-1.1295900,9.4718761,-2.9690292
